v,t,y,x
1,347217550,-74.252,40.942
1,347217850,-74.252,40.942
1,347217850,-74.25,40.942
1,347218450,-74.25,40.942
1,347218450,-74.25,40.94
1,347218150,-74.25,40.94
1,347218150,-74.252,40.94
1,347218450,-74.252,40.94
1,347218450,-74.252,40.942
1,347218150,-74.252,40.942
1,347218150,-74.254,40.942
1,347218150,-74.254,40.94
1,347218150,-74.256,40.94
1,347218150,-74.256,40.942
1,347218450,-74.256,40.942
1,347218450,-74.256,40.94
1,347218450,-74.254,40.94
1,347218450,-74.254,40.942
1,347218751,-74.254,40.942
1,347218751,-74.256,40.94
1,347218751,-74.256,40.942
1,347219051,-74.256,40.942
1,347219051,-74.256,40.94
1,347219051,-74.254,40.94
1,347219051,-74.254,40.942
1,347219051,-74.252,40.942
1,347219051,-74.25,40.942
1,347218751,-74.25,40.942
1,347218751,-74.252,40.942
1,347218751,-74.252,40.94
1,347218751,-74.25,40.94
1,347219051,-74.25,40.94
1,347219051,-74.252,40.94
1,347219051,-74.252,40.938
1,347219051,-74.25,40.938
1,347218751,-74.25,40.938
1,347218751,-74.252,40.938
1,347218751,-74.252,40.936
1,347218751,-74.25,40.936
1,347219051,-74.25,40.936
1,347219051,-74.252,40.936
1,347219051,-74.254,40.936
1,347219051,-74.254,40.938
1,347219051,-74.256,40.938
1,347219051,-74.256,40.936
1,347218751,-74.256,40.936
1,347218751,-74.256,40.938
1,347218751,-74.254,40.938
1,347218751,-74.254,40.936
1,347218450,-74.254,40.936
1,347218450,-74.254,40.938
1,347218450,-74.256,40.938
1,347218450,-74.256,40.936
1,347218150,-74.256,40.936
1,347218150,-74.256,40.938
1,347218150,-74.254,40.938
1,347218150,-74.254,40.936
1,347218150,-74.252,40.936
1,347218450,-74.252,40.936
1,347218150,-74.252,40.938
1,347218150,-74.25,40.938
1,347218450,-74.25,40.936
1,347218450,-74.25,40.934
1,347218450,-74.25,40.932
1,347218150,-74.25,40.932
1,347218150,-74.252,40.932
1,347218450,-74.252,40.932
1,347218450,-74.252,40.934
1,347218150,-74.252,40.934
1,347218150,-74.254,40.934
1,347218150,-74.254,40.932
1,347218150,-74.256,40.932
1,347218150,-74.256,40.934
1,347218450,-74.256,40.934
1,347218450,-74.256,40.932
1,347218450,-74.254,40.932
1,347218450,-74.254,40.934
1,347218751,-74.254,40.934
1,347218751,-74.256,40.932
1,347218751,-74.256,40.934
1,347219051,-74.256,40.934
1,347219051,-74.256,40.932
1,347219051,-74.254,40.932
1,347219051,-74.254,40.934
1,347219051,-74.252,40.934
1,347219051,-74.25,40.934
1,347218751,-74.25,40.934
1,347218751,-74.252,40.934
1,347218751,-74.252,40.932
1,347218751,-74.25,40.932
1,347219051,-74.25,40.932
1,347219051,-74.252,40.932
1,347219051,-74.252,40.93
1,347219051,-74.25,40.93
1,347218751,-74.25,40.93
1,347218751,-74.252,40.93
1,347218751,-74.252,40.928
1,347218751,-74.25,40.928
1,347219051,-74.25,40.928
1,347219051,-74.252,40.928
1,347219051,-74.254,40.928
1,347219051,-74.254,40.93
1,347219051,-74.256,40.93
1,347219051,-74.256,40.928
1,347218751,-74.256,40.928
1,347218751,-74.256,40.93
1,347218751,-74.254,40.93
1,347218751,-74.254,40.928
1,347218450,-74.254,40.928
1,347218450,-74.254,40.93
1,347218450,-74.256,40.93
1,347218450,-74.256,40.928
1,347218150,-74.256,40.928
1,347218150,-74.256,40.93
1,347218150,-74.254,40.93
1,347218150,-74.252,40.928
1,347218450,-74.252,40.928
1,347218450,-74.252,40.93
1,347218150,-74.252,40.93
1,347218150,-74.25,40.93
1,347218450,-74.25,40.93
1,347218450,-74.25,40.928
1,347218150,-74.25,40.928
1,347217850,-74.25,40.928
1,347217850,-74.25,40.93
1,347217850,-74.252,40.93
1,347217850,-74.252,40.928
1,347217550,-74.252,40.928
1,347217550,-74.252,40.93
1,347217550,-74.25,40.93
1,347217550,-74.25,40.928
1,347217550,-74.25,40.934
1,347217850,-74.25,40.934
1,347217850,-74.25,40.932
1,347217550,-74.25,40.932
1,347217550,-74.252,40.932
1,347217850,-74.252,40.932
1,347217850,-74.252,40.934
1,347217550,-74.252,40.934
1,347217850,-74.254,40.934
1,347217850,-74.254,40.932
1,347217550,-74.256,40.932
1,347217850,-74.256,40.932
1,347217850,-74.256,40.934
1,347217550,-74.256,40.934
1,347217550,-74.256,40.928
1,347217550,-74.256,40.93
1,347217550,-74.254,40.93
1,347217550,-74.254,40.928
1,347217850,-74.254,40.928
1,347217850,-74.254,40.93
1,347217850,-74.256,40.93
1,347217850,-74.256,40.928
1,347217850,-74.258,40.928
1,347217850,-74.258,40.93
1,347217850,-74.26,40.93
1,347217850,-74.26,40.928
1,347217550,-74.26,40.928
1,347217550,-74.26,40.93
1,347217550,-74.258,40.93
1,347217550,-74.258,40.928
1,347217550,-74.258,40.934
1,347217850,-74.258,40.934
1,347217850,-74.258,40.932
1,347217550,-74.258,40.932
1,347217550,-74.26,40.932
1,347217850,-74.26,40.932
1,347217850,-74.26,40.934
1,347217550,-74.26,40.934
1,347218150,-74.26,40.928
1,347218150,-74.26,40.93
1,347218150,-74.258,40.93
1,347218150,-74.258,40.928
1,347218450,-74.258,40.928
1,347218450,-74.258,40.93
1,347218450,-74.26,40.93
1,347218450,-74.26,40.928
1,347218751,-74.26,40.928
1,347218751,-74.26,40.93
1,347218751,-74.258,40.93
1,347218751,-74.258,40.928
1,347219051,-74.258,40.928
1,347219051,-74.258,40.93
1,347219051,-74.26,40.93
1,347219051,-74.26,40.928
1,347219051,-74.26,40.934
1,347219051,-74.26,40.932
1,347219051,-74.258,40.932
1,347219051,-74.258,40.934
1,347218751,-74.258,40.934
1,347218751,-74.258,40.932
1,347218751,-74.26,40.932
1,347218751,-74.26,40.934
1,347218450,-74.26,40.934
1,347218450,-74.26,40.932
1,347218450,-74.258,40.932
1,347218450,-74.258,40.934
1,347218150,-74.258,40.934
1,347218150,-74.258,40.932
1,347218150,-74.26,40.932
1,347218150,-74.26,40.934
1,347218150,-74.26,40.936
1,347218150,-74.26,40.938
1,347218150,-74.258,40.938
1,347218150,-74.258,40.936
1,347218450,-74.258,40.936
1,347218450,-74.258,40.938
1,347218450,-74.26,40.938
1,347218450,-74.26,40.936
1,347218751,-74.26,40.936
1,347218751,-74.26,40.938
1,347218751,-74.258,40.938
1,347218751,-74.258,40.936
1,347219051,-74.258,40.936
1,347219051,-74.258,40.938
1,347219051,-74.26,40.938
1,347219051,-74.26,40.936
1,347219051,-74.26,40.942
1,347219051,-74.26,40.94
1,347219051,-74.258,40.94
1,347219051,-74.258,40.942
1,347218751,-74.258,40.942
1,347218751,-74.258,40.94
1,347218751,-74.26,40.94
1,347218751,-74.26,40.942
1,347218450,-74.26,40.942
1,347218450,-74.26,40.94
1,347218450,-74.258,40.94
1,347218450,-74.258,40.942
1,347218150,-74.258,40.942
1,347218150,-74.258,40.94
1,347218150,-74.26,40.942
1,347217850,-74.26,40.938
1,347217550,-74.26,40.938
1,347217550,-74.26,40.936
1,347217850,-74.26,40.936
1,347217850,-74.258,40.936
1,347217550,-74.258,40.936
1,347217550,-74.258,40.938
1,347217850,-74.258,40.938
1,347217850,-74.258,40.94
1,347217850,-74.258,40.942
1,347217850,-74.26,40.942
1,347217850,-74.26,40.94
1,347217550,-74.26,40.94
1,347217550,-74.26,40.942
1,347217550,-74.258,40.942
1,347217550,-74.258,40.94
1,347217550,-74.26,40.944
1,347217550,-74.26,40.946
1,347217550,-74.258,40.946
1,347217550,-74.258,40.944
1,347217850,-74.258,40.944
1,347217850,-74.258,40.946
1,347217850,-74.26,40.946
1,347217850,-74.26,40.944
1,347217850,-74.26,40.95
1,347217850,-74.26,40.948
1,347217850,-74.258,40.948
1,347217850,-74.258,40.95
1,347217550,-74.258,40.95
1,347217550,-74.258,40.948
1,347217550,-74.26,40.948
1,347217550,-74.26,40.95
1,347217550,-74.258,40.958
1,347217550,-74.26,40.958
1,347217850,-74.26,40.958
1,347217850,-74.258,40.958
1,347217850,-74.258,40.956
1,347217850,-74.26,40.956
1,347217550,-74.26,40.956
1,347217550,-74.258,40.956
1,347217550,-74.258,40.954
1,347217850,-74.26,40.954
1,347217850,-74.258,40.954
1,347217850,-74.258,40.952
1,347217850,-74.26,40.952
1,347217550,-74.26,40.952
1,347217550,-74.258,40.952
1,347217550,-74.256,40.952
1,347217850,-74.254,40.952
1,347217850,-74.256,40.954
1,347217850,-74.254,40.954
1,347217550,-74.254,40.954
1,347217550,-74.256,40.956
1,347217550,-74.254,40.956
1,347217850,-74.254,40.956
1,347217850,-74.256,40.956
1,347217850,-74.256,40.958
1,347217850,-74.254,40.958
1,347217550,-74.254,40.958
1,347217550,-74.256,40.958
1,347217550,-74.25,40.958
1,347217550,-74.252,40.958
1,347217850,-74.252,40.958
1,347217850,-74.25,40.958
1,347217850,-74.25,40.956
1,347217850,-74.252,40.956
1,347217550,-74.252,40.956
1,347217550,-74.25,40.954
1,347217550,-74.252,40.954
1,347217850,-74.252,40.954
1,347217850,-74.25,40.954
1,347217850,-74.25,40.952
1,347217850,-74.252,40.952
1,347217550,-74.252,40.952
1,347217550,-74.25,40.952
1,347217550,-74.256,40.948
1,347217550,-74.256,40.95
1,347217550,-74.254,40.948
1,347217850,-74.254,40.948
1,347217850,-74.254,40.95
1,347217850,-74.256,40.95
1,347217850,-74.256,40.948
1,347217850,-74.256,40.946
1,347217550,-74.256,40.946
1,347217550,-74.256,40.944
1,347217850,-74.256,40.944
1,347217850,-74.254,40.944
1,347217550,-74.254,40.944
1,347217850,-74.254,40.946
1,347217850,-74.252,40.946
1,347217550,-74.252,40.946
1,347217550,-74.252,40.944
1,347217850,-74.252,40.944
1,347217850,-74.25,40.944
1,347217550,-74.25,40.946
1,347217850,-74.25,40.946
1,347217850,-74.25,40.948
1,347217850,-74.252,40.948
1,347217550,-74.252,40.948
1,347217550,-74.25,40.948
1,347217550,-74.252,40.95
1,347217850,-74.252,40.95
1,347217850,-74.25,40.95
1,347218150,-74.25,40.95
1,347218150,-74.252,40.95
1,347218450,-74.252,40.95
1,347218450,-74.25,40.95
1,347218450,-74.25,40.948
1,347218450,-74.252,40.948
1,347218150,-74.252,40.948
1,347218150,-74.25,40.946
1,347218450,-74.25,40.946
1,347218450,-74.25,40.944
1,347218150,-74.25,40.944
1,347218150,-74.252,40.944
1,347218450,-74.252,40.944
1,347218450,-74.252,40.946
1,347218150,-74.252,40.946
1,347218150,-74.254,40.946
1,347218450,-74.254,40.946
1,347218450,-74.254,40.944
1,347218150,-74.254,40.944
1,347218150,-74.256,40.944
1,347218450,-74.256,40.944
1,347218450,-74.256,40.946
1,347218150,-74.256,40.946
1,347218150,-74.256,40.948
1,347218150,-74.256,40.95
1,347218150,-74.254,40.948
1,347218450,-74.254,40.948
1,347218450,-74.254,40.95
1,347218450,-74.256,40.948
1,347218751,-74.256,40.948
1,347218751,-74.256,40.95
1,347218751,-74.254,40.95
1,347218751,-74.254,40.948
1,347219051,-74.254,40.948
1,347219051,-74.254,40.95
1,347219051,-74.256,40.95
1,347219051,-74.256,40.948
1,347219051,-74.256,40.946
1,347218751,-74.256,40.946
1,347218751,-74.256,40.944
1,347219051,-74.256,40.944
1,347219051,-74.254,40.944
1,347218751,-74.254,40.944
1,347218751,-74.254,40.946
1,347219051,-74.254,40.946
1,347219051,-74.252,40.946
1,347218751,-74.252,40.946
1,347218751,-74.252,40.944
1,347219051,-74.252,40.944
1,347219051,-74.25,40.944
1,347218751,-74.25,40.944
1,347218751,-74.25,40.946
1,347219051,-74.25,40.946
1,347219051,-74.25,40.948
1,347219051,-74.252,40.948
1,347218751,-74.252,40.948
1,347218751,-74.25,40.948
1,347218751,-74.25,40.95
1,347218751,-74.252,40.95
1,347219051,-74.252,40.95
1,347219051,-74.25,40.95
1,347219051,-74.25,40.952
1,347219051,-74.25,40.954
1,347219051,-74.252,40.954
1,347219051,-74.252,40.952
1,347218751,-74.252,40.952
1,347218751,-74.252,40.954
1,347218751,-74.25,40.954
1,347218751,-74.25,40.952
1,347218450,-74.25,40.952
1,347218450,-74.252,40.952
1,347218150,-74.252,40.952
1,347218150,-74.25,40.952
1,347218150,-74.252,40.954
1,347218450,-74.252,40.954
1,347218450,-74.25,40.954
1,347218450,-74.25,40.956
1,347218150,-74.252,40.956
1,347218150,-74.25,40.956
1,347218150,-74.25,40.958
1,347218150,-74.252,40.958
1,347218450,-74.252,40.958
1,347218450,-74.25,40.958
1,347218751,-74.25,40.958
1,347219051,-74.25,40.958
1,347219051,-74.25,40.956
1,347218751,-74.25,40.956
1,347218751,-74.252,40.956
1,347219051,-74.252,40.956
1,347219051,-74.252,40.958
1,347218751,-74.252,40.958
1,347218751,-74.254,40.958
1,347219051,-74.254,40.958
1,347219051,-74.254,40.956
1,347218751,-74.254,40.956
1,347218751,-74.256,40.956
1,347219051,-74.256,40.956
1,347219051,-74.256,40.958
1,347218751,-74.256,40.958
1,347218450,-74.256,40.958
1,347218450,-74.254,40.958
1,347218150,-74.254,40.958
1,347218150,-74.256,40.958
1,347218150,-74.256,40.956
1,347218150,-74.254,40.956
1,347218450,-74.254,40.956
1,347218450,-74.256,40.956
1,347218450,-74.256,40.954
1,347218450,-74.254,40.954
1,347218150,-74.254,40.954
1,347218150,-74.256,40.954
1,347218150,-74.256,40.952
1,347218150,-74.254,40.952
1,347218450,-74.254,40.952
1,347218450,-74.256,40.952
1,347218751,-74.256,40.952
1,347218751,-74.256,40.954
1,347218751,-74.254,40.954
1,347218751,-74.254,40.952
1,347219051,-74.254,40.952
1,347219051,-74.254,40.954
1,347219051,-74.256,40.954
1,347219051,-74.256,40.952
1,347219051,-74.258,40.952
1,347219051,-74.258,40.954
1,347219051,-74.26,40.954
1,347219051,-74.26,40.952
1,347218751,-74.26,40.952
1,347218751,-74.26,40.954
1,347218751,-74.258,40.954
1,347218751,-74.258,40.952
1,347218450,-74.258,40.952
1,347218450,-74.26,40.952
1,347218150,-74.26,40.952
1,347218150,-74.258,40.952
1,347218150,-74.258,40.954
1,347218150,-74.26,40.954
1,347218450,-74.26,40.954
1,347218450,-74.258,40.954
1,347218450,-74.258,40.956
1,347218450,-74.26,40.956
1,347218150,-74.26,40.956
1,347218150,-74.258,40.956
1,347218150,-74.258,40.958
1,347218150,-74.26,40.958
1,347218450,-74.26,40.958
1,347218450,-74.258,40.958
1,347218751,-74.258,40.958
1,347219051,-74.258,40.958
1,347219051,-74.258,40.956
1,347218751,-74.258,40.956
1,347218751,-74.26,40.956
1,347219051,-74.26,40.956
1,347219051,-74.26,40.958
1,347218751,-74.26,40.958
1,347219051,-74.26,40.95
1,347219051,-74.26,40.948
1,347219051,-74.258,40.948
1,347219051,-74.258,40.95
1,347218751,-74.258,40.95
1,347218751,-74.258,40.948
1,347218751,-74.26,40.948
1,347218751,-74.26,40.95
1,347218450,-74.26,40.95
1,347218450,-74.26,40.948
1,347218450,-74.258,40.948
1,347218450,-74.258,40.95
1,347218150,-74.258,40.95
1,347218150,-74.258,40.948
1,347218150,-74.26,40.95
1,347218150,-74.26,40.944
1,347218150,-74.258,40.946
1,347218150,-74.258,40.944
1,347218450,-74.258,40.944
1,347218450,-74.258,40.946
1,347218450,-74.26,40.946
1,347218450,-74.26,40.944
1,347218751,-74.26,40.944
1,347218751,-74.26,40.946
1,347218751,-74.258,40.946
1,347218751,-74.258,40.944
1,347219051,-74.258,40.944
1,347219051,-74.258,40.946
1,347219051,-74.26,40.946
1,347219051,-74.26,40.944
1,347219351,-74.26,40.944
1,347219351,-74.26,40.946
1,347219351,-74.258,40.946
1,347219351,-74.258,40.944
1,347219652,-74.258,40.944
1,347219652,-74.258,40.946
1,347219652,-74.26,40.946
1,347219652,-74.26,40.944
1,347219952,-74.26,40.944
1,347219952,-74.26,40.946
1,347219952,-74.258,40.946
1,347219952,-74.258,40.944
1,347220252,-74.258,40.944
1,347220252,-74.258,40.946
1,347220252,-74.26,40.946
1,347220252,-74.26,40.944
1,347220252,-74.26,40.95
1,347220252,-74.26,40.948
1,347220252,-74.258,40.948
1,347220252,-74.258,40.95
1,347219952,-74.258,40.95
1,347219952,-74.258,40.948
1,347219952,-74.26,40.948
1,347219952,-74.26,40.95
1,347219652,-74.26,40.95
1,347219652,-74.26,40.948
1,347219652,-74.258,40.948
1,347219652,-74.258,40.95
1,347219351,-74.258,40.95
1,347219351,-74.258,40.948
1,347219351,-74.26,40.948
1,347219351,-74.26,40.95
1,347219652,-74.26,40.958
1,347219351,-74.26,40.958
1,347219351,-74.26,40.956
1,347219652,-74.26,40.956
1,347219652,-74.258,40.956
1,347219351,-74.258,40.956
1,347219351,-74.258,40.958
1,347219652,-74.258,40.958
1,347219952,-74.258,40.958
1,347219952,-74.26,40.958
1,347220252,-74.26,40.958
1,347220252,-74.258,40.958
1,347220252,-74.258,40.956
1,347220252,-74.26,40.956
1,347219952,-74.26,40.956
1,347219952,-74.258,40.956
1,347219952,-74.258,40.954
1,347219952,-74.26,40.954
1,347220252,-74.26,40.954
1,347220252,-74.258,40.954
1,347220252,-74.258,40.952
1,347220252,-74.26,40.952
1,347219952,-74.26,40.952
1,347219952,-74.258,40.952
1,347219652,-74.258,40.952
1,347219652,-74.258,40.954
1,347219652,-74.26,40.954
1,347219652,-74.26,40.952
1,347219351,-74.26,40.952
1,347219351,-74.26,40.954
1,347219351,-74.258,40.954
1,347219351,-74.258,40.952
1,347219351,-74.256,40.952
1,347219351,-74.256,40.954
1,347219351,-74.254,40.954
1,347219351,-74.254,40.952
1,347219652,-74.254,40.952
1,347219652,-74.254,40.954
1,347219652,-74.256,40.954
1,347219652,-74.256,40.952
1,347219952,-74.256,40.952
1,347219952,-74.254,40.952
1,347220252,-74.254,40.952
1,347220252,-74.256,40.952
1,347220252,-74.256,40.954
1,347220252,-74.254,40.954
1,347219952,-74.254,40.954
1,347219952,-74.256,40.954
1,347219952,-74.256,40.956
1,347219952,-74.254,40.956
1,347220252,-74.254,40.956
1,347220252,-74.256,40.956
1,347220252,-74.256,40.958
1,347220252,-74.254,40.958
1,347219952,-74.254,40.958
1,347219952,-74.256,40.958
1,347219652,-74.256,40.958
1,347219351,-74.256,40.958
1,347219351,-74.256,40.956
1,347219652,-74.256,40.956
1,347219652,-74.254,40.956
1,347219351,-74.254,40.956
1,347219351,-74.254,40.958
1,347219652,-74.254,40.958
1,347219652,-74.252,40.958
1,347219351,-74.252,40.958
1,347219351,-74.252,40.956
1,347219652,-74.252,40.956
1,347219652,-74.25,40.956
1,347219351,-74.25,40.956
1,347219351,-74.25,40.958
1,347219652,-74.25,40.958
1,347219952,-74.25,40.958
1,347219952,-74.252,40.958
1,347220252,-74.252,40.958
1,347220252,-74.25,40.958
1,347220252,-74.25,40.956
1,347220252,-74.252,40.956
1,347219952,-74.252,40.956
1,347219952,-74.25,40.956
1,347219952,-74.25,40.954
1,347219952,-74.252,40.954
1,347220252,-74.252,40.954
1,347220252,-74.25,40.954
1,347220252,-74.25,40.952
1,347220252,-74.252,40.952
1,347219952,-74.252,40.952
1,347219952,-74.25,40.952
1,347219652,-74.25,40.952
1,347219652,-74.25,40.954
1,347219652,-74.252,40.954
1,347219652,-74.252,40.952
1,347219351,-74.252,40.952
1,347219351,-74.252,40.954
1,347219351,-74.25,40.954
1,347219351,-74.25,40.952
1,347219351,-74.25,40.95
1,347219351,-74.252,40.95
1,347219652,-74.252,40.95
1,347219652,-74.25,40.95
1,347219652,-74.25,40.948
1,347219652,-74.252,40.948
1,347219351,-74.252,40.948
1,347219351,-74.25,40.948
1,347219351,-74.25,40.946
1,347219652,-74.25,40.946
1,347219652,-74.25,40.944
1,347219351,-74.25,40.944
1,347219351,-74.252,40.944
1,347219652,-74.252,40.944
1,347219652,-74.252,40.946
1,347219351,-74.252,40.946
1,347219351,-74.254,40.946
1,347219652,-74.254,40.946
1,347219652,-74.254,40.944
1,347219351,-74.254,40.944
1,347219351,-74.256,40.944
1,347219652,-74.256,40.944
1,347219652,-74.256,40.946
1,347219351,-74.256,40.946
1,347219351,-74.256,40.948
1,347219351,-74.256,40.95
1,347219351,-74.254,40.95
1,347219351,-74.254,40.948
1,347219652,-74.254,40.948
1,347219652,-74.254,40.95
1,347219652,-74.256,40.95
1,347219952,-74.256,40.948
1,347219952,-74.256,40.95
1,347219952,-74.254,40.95
1,347219952,-74.254,40.948
1,347220252,-74.254,40.948
1,347220252,-74.254,40.95
1,347220252,-74.256,40.95
1,347220252,-74.256,40.948
1,347220252,-74.256,40.946
1,347219952,-74.256,40.946
1,347219952,-74.256,40.944
1,347220252,-74.256,40.944
1,347220252,-74.254,40.944
1,347219952,-74.254,40.944
1,347219952,-74.254,40.946
1,347220252,-74.254,40.946
1,347220252,-74.252,40.946
1,347219952,-74.252,40.946
1,347219952,-74.252,40.944
1,347220252,-74.252,40.944
1,347220252,-74.25,40.944
1,347219952,-74.25,40.944
1,347219952,-74.25,40.946
1,347220252,-74.25,40.946
1,347220252,-74.25,40.948
1,347220252,-74.252,40.948
1,347219952,-74.252,40.948
1,347219952,-74.25,40.948
1,347219952,-74.25,40.95
1,347219952,-74.252,40.95
1,347220252,-74.252,40.95
1,347220252,-74.25,40.95
1,347220553,-74.25,40.95
1,347220553,-74.252,40.95
1,347220853,-74.252,40.95
1,347220853,-74.25,40.95
1,347220853,-74.25,40.948
1,347220853,-74.252,40.948
1,347220553,-74.252,40.948
1,347220553,-74.25,40.948
1,347220553,-74.25,40.946
1,347220853,-74.25,40.946
1,347220853,-74.25,40.944
1,347220553,-74.25,40.944
1,347220553,-74.252,40.944
1,347220853,-74.252,40.944
1,347220853,-74.252,40.946
1,347220553,-74.252,40.946
1,347220553,-74.254,40.946
1,347220853,-74.254,40.946
1,347220853,-74.254,40.944
1,347220553,-74.254,40.944
1,347220553,-74.256,40.944
1,347220853,-74.256,40.944
1,347220853,-74.256,40.946
1,347220553,-74.256,40.946
1,347220553,-74.256,40.948
1,347220553,-74.256,40.95
1,347220553,-74.254,40.95
1,347220553,-74.254,40.948
1,347220853,-74.254,40.948
1,347220853,-74.254,40.95
1,347220853,-74.256,40.95
1,347220853,-74.256,40.948
1,347221153,-74.256,40.948
1,347221153,-74.256,40.95
1,347221153,-74.254,40.95
1,347221153,-74.254,40.948
1,347221453,-74.254,40.948
1,347221453,-74.254,40.95
1,347221453,-74.256,40.95
1,347221453,-74.256,40.948
1,347221453,-74.256,40.946
1,347221153,-74.256,40.946
1,347221153,-74.256,40.944
1,347221453,-74.256,40.944
1,347221453,-74.254,40.944
1,347221153,-74.254,40.944
1,347221153,-74.254,40.946
1,347221453,-74.254,40.946
1,347221453,-74.252,40.946
1,347221153,-74.252,40.946
1,347221153,-74.252,40.944
1,347221453,-74.252,40.944
1,347221453,-74.25,40.944
1,347221153,-74.25,40.944
1,347221153,-74.25,40.946
1,347221453,-74.25,40.946
1,347221453,-74.25,40.948
1,347221453,-74.252,40.948
1,347221153,-74.252,40.948
1,347221153,-74.25,40.948
1,347221153,-74.25,40.95
1,347221153,-74.252,40.95
1,347221453,-74.252,40.95
1,347221453,-74.25,40.95
1,347221453,-74.25,40.952
1,347221453,-74.25,40.954
1,347221453,-74.252,40.954
1,347221453,-74.252,40.952
1,347221153,-74.252,40.952
1,347221153,-74.252,40.954
1,347221153,-74.25,40.954
1,347221153,-74.25,40.952
1,347220853,-74.25,40.952
1,347220853,-74.252,40.952
1,347220553,-74.252,40.952
1,347220553,-74.25,40.952
1,347220553,-74.25,40.954
1,347220553,-74.252,40.954
1,347220853,-74.252,40.954
1,347220853,-74.25,40.954
1,347220853,-74.25,40.956
1,347220853,-74.252,40.956
1,347220553,-74.252,40.956
1,347220553,-74.25,40.956
1,347220553,-74.25,40.958
1,347220553,-74.252,40.958
1,347220853,-74.252,40.958
1,347220853,-74.25,40.958
1,347221153,-74.25,40.958
1,347221453,-74.25,40.958
1,347221453,-74.25,40.956
1,347221153,-74.25,40.956
1,347221153,-74.252,40.956
1,347221453,-74.252,40.956
1,347221453,-74.252,40.958
1,347221153,-74.252,40.958
1,347221153,-74.254,40.958
1,347221453,-74.254,40.958
1,347221453,-74.254,40.956
1,347221153,-74.254,40.956
1,347221153,-74.256,40.956
1,347221453,-74.256,40.956
1,347221453,-74.256,40.958
1,347221153,-74.256,40.958
1,347220853,-74.256,40.958
1,347220853,-74.254,40.958
1,347220553,-74.254,40.958
1,347220553,-74.256,40.958
1,347220553,-74.256,40.956
1,347220553,-74.254,40.956
1,347220853,-74.254,40.956
1,347220853,-74.256,40.956
1,347220853,-74.256,40.954
1,347220853,-74.254,40.954
1,347220553,-74.254,40.954
1,347220553,-74.256,40.954
1,347220553,-74.256,40.952
1,347220553,-74.254,40.952
1,347220853,-74.254,40.952
1,347220853,-74.256,40.952
1,347221153,-74.256,40.952
1,347221153,-74.256,40.954
1,347221153,-74.254,40.954
1,347221153,-74.254,40.952
1,347221453,-74.254,40.952
1,347221453,-74.254,40.954
1,347221453,-74.256,40.954
1,347221453,-74.256,40.952
1,347221453,-74.258,40.952
1,347221453,-74.258,40.954
1,347221453,-74.26,40.954
1,347221153,-74.26,40.952
1,347221153,-74.26,40.954
1,347221153,-74.258,40.954
1,347221153,-74.258,40.952
1,347220853,-74.258,40.952
1,347220853,-74.26,40.952
1,347220553,-74.26,40.952
1,347220553,-74.258,40.952
1,347220553,-74.258,40.954
1,347220553,-74.26,40.954
1,347220853,-74.26,40.954
1,347220853,-74.258,40.954
1,347220853,-74.258,40.956
1,347220853,-74.26,40.956
1,347220553,-74.26,40.956
1,347220553,-74.258,40.956
1,347220553,-74.258,40.958
1,347220553,-74.26,40.958
1,347220853,-74.26,40.958
1,347220853,-74.258,40.958
1,347221153,-74.258,40.958
1,347221453,-74.258,40.958
1,347221453,-74.258,40.956
1,347221153,-74.258,40.956
1,347221153,-74.26,40.956
1,347221453,-74.26,40.956
1,347221453,-74.26,40.958
1,347221153,-74.26,40.958
1,347221453,-74.26,40.948
1,347221453,-74.258,40.948
1,347221453,-74.258,40.95
1,347221153,-74.258,40.95
1,347221153,-74.258,40.948
1,347221153,-74.26,40.948
1,347221153,-74.26,40.95
1,347220853,-74.26,40.95
1,347220853,-74.26,40.948
1,347220853,-74.258,40.948
1,347220853,-74.258,40.95
1,347220553,-74.258,40.95
1,347220553,-74.258,40.948
1,347220553,-74.26,40.948
1,347220553,-74.26,40.95
1,347220553,-74.26,40.944
1,347220553,-74.26,40.946
1,347220553,-74.258,40.946
1,347220553,-74.258,40.944
1,347220853,-74.258,40.944
1,347220853,-74.258,40.946
1,347220853,-74.26,40.946
1,347220853,-74.26,40.944
1,347221153,-74.26,40.944
1,347221153,-74.26,40.946
1,347221153,-74.258,40.946
1,347221153,-74.258,40.944
1,347221453,-74.258,40.944
1,347221453,-74.258,40.946
1,347221453,-74.26,40.944
1,347221453,-74.26,40.938
1,347221153,-74.26,40.938
1,347221153,-74.26,40.936
1,347221453,-74.26,40.936
1,347221453,-74.258,40.936
1,347221153,-74.258,40.936
1,347221153,-74.258,40.938
1,347221453,-74.258,40.938
1,347221453,-74.258,40.94
1,347221453,-74.258,40.942
1,347221453,-74.26,40.942
1,347221453,-74.26,40.94
1,347221153,-74.26,40.94
1,347221153,-74.26,40.942
1,347221153,-74.258,40.942
1,347221153,-74.258,40.94
1,347220853,-74.258,40.94
1,347220853,-74.258,40.942
1,347220853,-74.26,40.942
1,347220853,-74.26,40.94
1,347220553,-74.26,40.94
1,347220553,-74.26,40.942
1,347220553,-74.258,40.942
1,347220553,-74.258,40.94
1,347220553,-74.258,40.938
1,347220853,-74.258,40.938
1,347220853,-74.258,40.936
1,347220553,-74.258,40.936
1,347220553,-74.26,40.936
1,347220853,-74.26,40.936
1,347220853,-74.26,40.938
1,347220553,-74.26,40.938
